A!NET_NAME!REFDES!PIN_NUMBER!FUNC_LOGICAL_PATH!COMP_DEVICE_TYPE!FUNC_SCH_SIZE!FUNC_HAS_FIXED_SIZE!FUNC_DES!PIN_NET_SHORT!PIN_NO_SWAP_PIN!PIN_NO_PIN_ESCAPE!PIN_PIN_ESCAPE!PIN_PIN_SIGNAL_MODEL!PIN_NO_DRC!PIN_NO_SHAPE_CONNECT!
J!D:/PROJECT/2018/CENTRALIZEDMONITORINGSYSTEM/HARDWARE/allegro/CMS.brd!Wed Aug 22 21:02:27 2018!-252.7900!-265.6700!280.6100!166.1300!0.0001!millimeters!CMS!10.400000 mil!2!UP TO DATE!
S!DI_SW1!TP01!1!@cms.cms(sch_1):ins679154@primary.\tp.normal\(chips)!TP_TP1_TP!!!F32!!!!!!!!
S!GND!TP11!1!@cms.cms(sch_1):ins675842@primary.\tp.normal\(chips)!TP_TP1_TP!!!F33!!!!!!!!
S!+24V!TP05!1!@cms.cms(sch_1):ins675596@primary.\tp.normal\(chips)!TP_TP1_TP!!!F34!!!!!!!!
S!+5V!TP08!1!@cms.cms(sch_1):ins675606@primary.\tp.normal\(chips)!TP_TP1_TP!!!F31!!!!!!!!
S!+3V3!TP07!1!@cms.cms(sch_1):ins675616@primary.\tp.normal\(chips)!TP_TP1_TP!!!F30!!!!!!!!
S!CURR_SENSE_P1!TP10!1!@cms.cms(sch_1):ins675693@primary.\tp.normal\(chips)!TP_TP1_TP!!!F29!!!!!!!!
S!CURR_SENSE_P2!TP09!1!@cms.cms(sch_1):ins675703@primary.\tp.normal\(chips)!TP_TP1_TP!!!F28!!!!!!!!
S!DI_EXT_IN1!TP06!1!@cms.cms(sch_1):ins675713@primary.\tp.normal\(chips)!TP_TP1_TP!!!F27!!!!!!!!
S!DI_EXT_IN2!TP04!1!@cms.cms(sch_1):ins675723@primary.\tp.normal\(chips)!TP_TP1_TP!!!F26!!!!!!!!
S!VREF!TP03!1!@cms.cms(sch_1):ins675782@primary.\tp.normal\(chips)!TP_TP1_TP!!!F25!!!!!!!!
S!N444930!TP02!1!@cms.cms(sch_1):ins675792@primary.\tp.normal\(chips)!TP_TP1_TP!!!F24!!!!!!!!
S!+3V3!LS01!1!@cms.cms(sch_1):ins601748@electromechanical.\buzzer.normal\(chips)!BUZZER_BZ09B_BZ09B!!!F155!!!!!!!!
S!N601770!LS01!2!@cms.cms(sch_1):ins601748@electromechanical.\buzzer.normal\(chips)!BUZZER_BZ09B_BZ09B!!!F155!!!!!!!!
S!N553441!R107!1!@cms.cms(sch_1):ins553299@primary.\res.normal\(chips)!RES_R2010_220K!!!F139!!!!!!!!
S!PUMP2_STOP!R107!2!@cms.cms(sch_1):ins553299@primary.\res.normal\(chips)!RES_R2010_220K!!!F139!!!!!!!!
S!N553483!R108!1!@cms.cms(sch_1):ins553315@primary.\res.normal\(chips)!RES_R2010_220K!!!F138!!!!!!!!
S!PUMP2_FAIL!R108!2!@cms.cms(sch_1):ins553315@primary.\res.normal\(chips)!RES_R2010_220K!!!F138!!!!!!!!
S!N554370!R109!1!@cms.cms(sch_1):ins554290@primary.\res.normal\(chips)!RES_R2010_220K!!!F137!!!!!!!!
S!PUMP3_START!R109!2!@cms.cms(sch_1):ins554290@primary.\res.normal\(chips)!RES_R2010_220K!!!F137!!!!!!!!
S!N554412!R110!1!@cms.cms(sch_1):ins554306@primary.\res.normal\(chips)!RES_R2010_220K!!!F136!!!!!!!!
S!PUMP3_STOP!R110!2!@cms.cms(sch_1):ins554306@primary.\res.normal\(chips)!RES_R2010_220K!!!F136!!!!!!!!
S!N618276!R11!1!@cms.cms(sch_1):ins618256@primary.\res.normal\(chips)!RES_R2010_220K!!!F135!!!!!!!!
S!GND_EARTH!R11!2!@cms.cms(sch_1):ins618256@primary.\res.normal\(chips)!RES_R2010_220K!!!F135!!!!!!!!
S!N618412!R10!1!@cms.cms(sch_1):ins618322@primary.\res.normal\(chips)!RES_R2010_220K!!!F134!!!!!!!!
S!GND_EARTH!R10!2!@cms.cms(sch_1):ins618322@primary.\res.normal\(chips)!RES_R2010_220K!!!F134!!!!!!!!
S!N618570!R09!1!@cms.cms(sch_1):ins618544@primary.\res.normal\(chips)!RES_R2010_220K!!!F133!!!!!!!!
S!GND_EARTH!R09!2!@cms.cms(sch_1):ins618544@primary.\res.normal\(chips)!RES_R2010_220K!!!F133!!!!!!!!
S!N618702!R08!1!@cms.cms(sch_1):ins618676@primary.\res.normal\(chips)!RES_R2010_220K!!!F132!!!!!!!!
S!GND_EARTH!R08!2!@cms.cms(sch_1):ins618676@primary.\res.normal\(chips)!RES_R2010_220K!!!F132!!!!!!!!
S!N618862!R07!1!@cms.cms(sch_1):ins618836@primary.\res.normal\(chips)!RES_R2010_220K!!!F131!!!!!!!!
S!GND_EARTH!R07!2!@cms.cms(sch_1):ins618836@primary.\res.normal\(chips)!RES_R2010_220K!!!F131!!!!!!!!
S!N618996!R06!1!@cms.cms(sch_1):ins618970@primary.\res.normal\(chips)!RES_R2010_220K!!!F130!!!!!!!!
S!GND_EARTH!R06!2!@cms.cms(sch_1):ins618970@primary.\res.normal\(chips)!RES_R2010_220K!!!F130!!!!!!!!
S!N619132!R05!1!@cms.cms(sch_1):ins619106@primary.\res.normal\(chips)!RES_R2010_220K!!!F129!!!!!!!!
S!GND_EARTH!R05!2!@cms.cms(sch_1):ins619106@primary.\res.normal\(chips)!RES_R2010_220K!!!F129!!!!!!!!
S!N619280!R04!1!@cms.cms(sch_1):ins619254@primary.\res.normal\(chips)!RES_R2010_220K!!!F128!!!!!!!!
S!GND_EARTH!R04!2!@cms.cms(sch_1):ins619254@primary.\res.normal\(chips)!RES_R2010_220K!!!F128!!!!!!!!
S!N619410!R03!1!@cms.cms(sch_1):ins619384@primary.\res.normal\(chips)!RES_R2010_220K!!!F127!!!!!!!!
S!GND_EARTH!R03!2!@cms.cms(sch_1):ins619384@primary.\res.normal\(chips)!RES_R2010_220K!!!F127!!!!!!!!
S!N619552!R02!1!@cms.cms(sch_1):ins619526@primary.\res.normal\(chips)!RES_R2010_220K!!!F126!!!!!!!!
S!GND_EARTH!R02!2!@cms.cms(sch_1):ins619526@primary.\res.normal\(chips)!RES_R2010_220K!!!F126!!!!!!!!
S!N619660!R01!1!@cms.cms(sch_1):ins619634@primary.\res.normal\(chips)!RES_R2010_220K!!!F125!!!!!!!!
S!GND_EARTH!R01!2!@cms.cms(sch_1):ins619634@primary.\res.normal\(chips)!RES_R2010_220K!!!F125!!!!!!!!
S!N444926!R112!1!@cms.cms(sch_1):ins620035@primary.\res.normal\(chips)!RES_R2010_220K!!!F124!!!!!!!!
S!AC_PWR!R112!2!@cms.cms(sch_1):ins620035@primary.\res.normal\(chips)!RES_R2010_220K!!!F124!!!!!!!!
S!N445022!R12!1!@cms.cms(sch_1):ins620246@primary.\res.normal\(chips)!RES_R2010_220K!!!F123!!!!!!!!
S!GND_EARTH!R12!2!@cms.cms(sch_1):ins620246@primary.\res.normal\(chips)!RES_R2010_220K!!!F123!!!!!!!!
S!N445022!R13!1!@cms.cms(sch_1):ins620262@primary.\res.normal\(chips)!RES_R2010_220K!!!F122!!!!!!!!
S!GND_EARTH!R13!2!@cms.cms(sch_1):ins620262@primary.\res.normal\(chips)!RES_R2010_220K!!!F122!!!!!!!!
S!N444926!R111!1!@cms.cms(sch_1):ins561446@primary.\res.normal\(chips)!RES_R2010_220K!!!F121!!!!!!!!
S!AC_PWR!R111!2!@cms.cms(sch_1):ins561446@primary.\res.normal\(chips)!RES_R2010_220K!!!F121!!!!!!!!
S!N543441!R100!1!@cms.cms(sch_1):ins543319@primary.\res.normal\(chips)!RES_R2010_220K!!!F120!!!!!!!!
S!AC_SW1!R100!2!@cms.cms(sch_1):ins543319@primary.\res.normal\(chips)!RES_R2010_220K!!!F120!!!!!!!!
S!N546526!R101!1!@cms.cms(sch_1):ins546482@primary.\res.normal\(chips)!RES_R2010_220K!!!F119!!!!!!!!
S!AC_SW2!R101!2!@cms.cms(sch_1):ins546482@primary.\res.normal\(chips)!RES_R2010_220K!!!F119!!!!!!!!
S!N546965!R102!1!@cms.cms(sch_1):ins546921@primary.\res.normal\(chips)!RES_R2010_220K!!!F118!!!!!!!!
S!AC_SW3!R102!2!@cms.cms(sch_1):ins546921@primary.\res.normal\(chips)!RES_R2010_220K!!!F118!!!!!!!!
S!N548241!R103!1!@cms.cms(sch_1):ins548125@primary.\res.normal\(chips)!RES_R2010_220K!!!F117!!!!!!!!
S!PUMP1_START!R103!2!@cms.cms(sch_1):ins548125@primary.\res.normal\(chips)!RES_R2010_220K!!!F117!!!!!!!!
S!N548283!R104!1!@cms.cms(sch_1):ins548141@primary.\res.normal\(chips)!RES_R2010_220K!!!F116!!!!!!!!
S!PUMP1_STOP!R104!2!@cms.cms(sch_1):ins548141@primary.\res.normal\(chips)!RES_R2010_220K!!!F116!!!!!!!!
S!N548325!R105!1!@cms.cms(sch_1):ins548157@primary.\res.normal\(chips)!RES_R2010_220K!!!F115!!!!!!!!
S!PUMP1_FAIL!R105!2!@cms.cms(sch_1):ins548157@primary.\res.normal\(chips)!RES_R2010_220K!!!F115!!!!!!!!
S!N553399!R106!1!@cms.cms(sch_1):ins553283@primary.\res.normal\(chips)!RES_R2010_220K!!!F114!!!!!!!!
S!PUMP2_START!R106!2!@cms.cms(sch_1):ins553283@primary.\res.normal\(chips)!RES_R2010_220K!!!F114!!!!!!!!
S!GND!J04!1!@cms.cms(sch_1):ins614470@connector.\conn socket 16.normal\(chips)!CONN SOCKET 16_CON5MM-16P_MISCE!!!F158!!!!!!!!
S!CURR_SENSE_P2!J04!10!@cms.cms(sch_1):ins614470@connector.\conn socket 16.normal\(chips)!CONN SOCKET 16_CON5MM-16P_MISCE!!!F158!!!!!!!!
S!CURR_SENSE_N1!J04!11!@cms.cms(sch_1):ins614470@connector.\conn socket 16.normal\(chips)!CONN SOCKET 16_CON5MM-16P_MISCE!!!F158!!!!!!!!
S!CURR_SENSE_P1!J04!12!@cms.cms(sch_1):ins614470@connector.\conn socket 16.normal\(chips)!CONN SOCKET 16_CON5MM-16P_MISCE!!!F158!!!!!!!!
S!GND!J04!13!@cms.cms(sch_1):ins614470@connector.\conn socket 16.normal\(chips)!CONN SOCKET 16_CON5MM-16P_MISCE!!!F158!!!!!!!!
S!VIN!J04!14!@cms.cms(sch_1):ins614470@connector.\conn socket 16.normal\(chips)!CONN SOCKET 16_CON5MM-16P_MISCE!!!F158!!!!!!!!
S!GND!J04!15!@cms.cms(sch_1):ins614470@connector.\conn socket 16.normal\(chips)!CONN SOCKET 16_CON5MM-16P_MISCE!!!F158!!!!!!!!
S!VIN!J04!16!@cms.cms(sch_1):ins614470@connector.\conn socket 16.normal\(chips)!CONN SOCKET 16_CON5MM-16P_MISCE!!!F158!!!!!!!!
S!EXT_IN2!J04!2!@cms.cms(sch_1):ins614470@connector.\conn socket 16.normal\(chips)!CONN SOCKET 16_CON5MM-16P_MISCE!!!F158!!!!!!!!
S!GND!J04!3!@cms.cms(sch_1):ins614470@connector.\conn socket 16.normal\(chips)!CONN SOCKET 16_CON5MM-16P_MISCE!!!F158!!!!!!!!
S!EXT_IN1!J04!4!@cms.cms(sch_1):ins614470@connector.\conn socket 16.normal\(chips)!CONN SOCKET 16_CON5MM-16P_MISCE!!!F158!!!!!!!!
S!RS485B!J04!5!@cms.cms(sch_1):ins614470@connector.\conn socket 16.normal\(chips)!CONN SOCKET 16_CON5MM-16P_MISCE!!!F158!!!!!!!!
S!RS485A!J04!6!@cms.cms(sch_1):ins614470@connector.\conn socket 16.normal\(chips)!CONN SOCKET 16_CON5MM-16P_MISCE!!!F158!!!!!!!!
S!RS485B!J04!7!@cms.cms(sch_1):ins614470@connector.\conn socket 16.normal\(chips)!CONN SOCKET 16_CON5MM-16P_MISCE!!!F158!!!!!!!!
S!RS485A!J04!8!@cms.cms(sch_1):ins614470@connector.\conn socket 16.normal\(chips)!CONN SOCKET 16_CON5MM-16P_MISCE!!!F158!!!!!!!!
S!CURR_SENSE_N2!J04!9!@cms.cms(sch_1):ins614470@connector.\conn socket 16.normal\(chips)!CONN SOCKET 16_CON5MM-16P_MISCE!!!F158!!!!!!!!
S!N189166!C36!1!@cms.cms(sch_1):ins189262@primary.\cap np.normal\(chips)!CAP NP_C0603_0.1UF!!!F227!!!!!!!!
S!N189308!C36!2!@cms.cms(sch_1):ins189262@primary.\cap np.normal\(chips)!CAP NP_C0603_0.1UF!!!F227!!!!!!!!
S!+3V3!C28!1!@cms.cms(sch_1):ins410145@primary.\cap np.normal\(chips)!CAP NP_C0603_0.1UF!!!F226!!!!!!!!
S!GND!C28!2!@cms.cms(sch_1):ins410145@primary.\cap np.normal\(chips)!CAP NP_C0603_0.1UF!!!F226!!!!!!!!
S!+3V3!C27!1!@cms.cms(sch_1):ins410161@primary.\cap np.normal\(chips)!CAP NP_C0603_0.1UF!!!F225!!!!!!!!
S!GND!C27!2!@cms.cms(sch_1):ins410161@primary.\cap np.normal\(chips)!CAP NP_C0603_0.1UF!!!F225!!!!!!!!
S!NRST!C23!1!@cms.cms(sch_1):ins410209@primary.\cap np.normal\(chips)!CAP NP_C0603_0.1UF!!!F224!!!!!!!!
S!GND!C23!2!@cms.cms(sch_1):ins410209@primary.\cap np.normal\(chips)!CAP NP_C0603_0.1UF!!!F224!!!!!!!!
S!+3V3!C33!1!@cms.cms(sch_1):ins573129@primary.\cap np.normal\(chips)!CAP NP_C0603_0.1UF!!!F223!!!!!!!!
S!GND!C33!2!@cms.cms(sch_1):ins573129@primary.\cap np.normal\(chips)!CAP NP_C0603_0.1UF!!!F223!!!!!!!!
S!+3V3!C32!1!@cms.cms(sch_1):ins575035@primary.\cap np.normal\(chips)!CAP NP_C0603_0.1UF!!!F222!!!!!!!!
S!GND!C32!2!@cms.cms(sch_1):ins575035@primary.\cap np.normal\(chips)!CAP NP_C0603_0.1UF!!!F222!!!!!!!!
S!+24V!C20!1!@cms.cms(sch_1):ins466696@primary.\cap np.normal\(chips)!CAP NP_C0603_0.1UF!!!F221!!!!!!!!
S!N466694!C20!2!@cms.cms(sch_1):ins466696@primary.\cap np.normal\(chips)!CAP NP_C0603_0.1UF!!!F221!!!!!!!!
S!+24V!C35!1!@cms.cms(sch_1):ins556677@primary.\cap np.normal\(chips)!CAP NP_C0603_0.1UF!!!F220!!!!!!!!
S!N556667!C35!2!@cms.cms(sch_1):ins556677@primary.\cap np.normal\(chips)!CAP NP_C0603_0.1UF!!!F220!!!!!!!!
S!AD_CS1!C19!1!@cms.cms(sch_1):ins529964@primary.\cap np.normal\(chips)!CAP NP_C0603_0.1UF!!!F219!!!!!!!!
S!GND!C19!2!@cms.cms(sch_1):ins529964@primary.\cap np.normal\(chips)!CAP NP_C0603_0.1UF!!!F219!!!!!!!!
S!AD_CS2!C34!1!@cms.cms(sch_1):ins556885@primary.\cap np.normal\(chips)!CAP NP_C0603_0.1UF!!!F218!!!!!!!!
S!GND!C34!2!@cms.cms(sch_1):ins556885@primary.\cap np.normal\(chips)!CAP NP_C0603_0.1UF!!!F218!!!!!!!!
S!+3V3!C37!1!@cms.cms(sch_1):ins526487@primary.\cap np.normal\(chips)!CAP NP_C0603_0.1UF!!!F217!!!!!!!!
S!GND!C37!2!@cms.cms(sch_1):ins526487@primary.\cap np.normal\(chips)!CAP NP_C0603_0.1UF!!!F217!!!!!!!!
S!N444930!C15!1!@cms.cms(sch_1):ins444984@primary.\cap np.normal\(chips)!CAP NP_C0603_0.1UF!!!F216!!!!!!!!
S!GND!C15!2!@cms.cms(sch_1):ins444984@primary.\cap np.normal\(chips)!CAP NP_C0603_0.1UF!!!F216!!!!!!!!
S!AD_AC_PWR!C12!1!@cms.cms(sch_1):ins445004@primary.\cap np.normal\(chips)!CAP NP_C0603_0.1UF!!!F215!!!!!!!!
S!GND!C12!2!@cms.cms(sch_1):ins445004@primary.\cap np.normal\(chips)!CAP NP_C0603_0.1UF!!!F215!!!!!!!!
S!N446190!C18!1!@cms.cms(sch_1):ins446270@primary.\cap np.normal\(chips)!CAP NP_C0603_0.1UF!!!F214!!!!!!!!
S!GND!C18!2!@cms.cms(sch_1):ins446270@primary.\cap np.normal\(chips)!CAP NP_C0603_0.1UF!!!F214!!!!!!!!
S!AD_VREF!C13!1!@cms.cms(sch_1):ins459886@primary.\cap np.normal\(chips)!CAP NP_C0603_0.1UF!!!F213!!!!!!!!
S!GND!C13!2!@cms.cms(sch_1):ins459886@primary.\cap np.normal\(chips)!CAP NP_C0603_0.1UF!!!F213!!!!!!!!
S!N410005!C21!1!@cms.cms(sch_1):ins410177@primary.\cap np.normal\(chips)!CAP NP_C0603_1UF!!!F212!!!!!!!!
S!GND!C21!2!@cms.cms(sch_1):ins410177@primary.\cap np.normal\(chips)!CAP NP_C0603_1UF!!!F212!!!!!!!!
S!N410005!C17!1!@cms.cms(sch_1):ins410193@primary.\cap np.normal\(chips)!CAP NP_C0603_10NF!!!F211!!!!!!!!
S!GND!C17!2!@cms.cms(sch_1):ins410193@primary.\cap np.normal\(chips)!CAP NP_C0603_10NF!!!F211!!!!!!!!
S!OSC_OUT!C16!1!@cms.cms(sch_1):ins410225@primary.\cap np.normal\(chips)!CAP NP_C0603_6PF!!!F210!!!!!!!!
S!GND!C16!2!@cms.cms(sch_1):ins410225@primary.\cap np.normal\(chips)!CAP NP_C0603_6PF!!!F210!!!!!!!!
S!OSC_IN!C22!1!@cms.cms(sch_1):ins410241@primary.\cap np.normal\(chips)!CAP NP_C0603_6PF!!!F209!!!!!!!!
S!GND!C22!2!@cms.cms(sch_1):ins410241@primary.\cap np.normal\(chips)!CAP NP_C0603_6PF!!!F209!!!!!!!!
S!+5V!C30!1!@cms.cms(sch_1):ins189354@primary.\cap np.normal\(chips)!CAP NP_C0603_33PF!!!F208!!!!!!!!
S!N189348!C30!2!@cms.cms(sch_1):ins189354@primary.\cap np.normal\(chips)!CAP NP_C0603_33PF!!!F208!!!!!!!!
S!VREF!C14!1!@cms.cms(sch_1):ins446286@primary.\cap np.normal\(chips)!CAP NP_C0603_2.2UF!!!F207!!!!!!!!
S!GND!C14!2!@cms.cms(sch_1):ins446286@primary.\cap np.normal\(chips)!CAP NP_C0603_2.2UF!!!F207!!!!!!!!
S!+5V!C25!1!@cms.cms(sch_1):ins193311@primary.\cap np.normal\(chips)!CAP NP_C0603_2.2UF!!!F206!!!!!!!!
S!GND!C25!2!@cms.cms(sch_1):ins193311@primary.\cap np.normal\(chips)!CAP NP_C0603_2.2UF!!!F206!!!!!!!!
S!+3V3!C24!1!@cms.cms(sch_1):ins192922@primary.\cap np.normal\(chips)!CAP NP_C0603_2.2UF!!!F205!!!!!!!!
S!GND!C24!2!@cms.cms(sch_1):ins192922@primary.\cap np.normal\(chips)!CAP NP_C0603_2.2UF!!!F205!!!!!!!!
S!N543383!C11!1!@cms.cms(sch_1):ins543559@primary.\cap np.normal\(chips)!CAP NP_C0603_10UF!!!F204!!!!!!!!
S!GND!C11!2!@cms.cms(sch_1):ins543559@primary.\cap np.normal\(chips)!CAP NP_C0603_10UF!!!F204!!!!!!!!
S!N546512!C10!1!@cms.cms(sch_1):ins546560@primary.\cap np.normal\(chips)!CAP NP_C0603_10UF!!!F203!!!!!!!!
S!GND!C10!2!@cms.cms(sch_1):ins546560@primary.\cap np.normal\(chips)!CAP NP_C0603_10UF!!!F203!!!!!!!!
S!N546951!C09!1!@cms.cms(sch_1):ins546999@primary.\cap np.normal\(chips)!CAP NP_C0603_10UF!!!F202!!!!!!!!
S!GND!C09!2!@cms.cms(sch_1):ins546999@primary.\cap np.normal\(chips)!CAP NP_C0603_10UF!!!F202!!!!!!!!
S!N548187!C08!1!@cms.cms(sch_1):ins548359@primary.\cap np.normal\(chips)!CAP NP_C0603_10UF!!!F201!!!!!!!!
S!GND!C08!2!@cms.cms(sch_1):ins548359@primary.\cap np.normal\(chips)!CAP NP_C0603_10UF!!!F201!!!!!!!!
S!N548207!C07!1!@cms.cms(sch_1):ins548375@primary.\cap np.normal\(chips)!CAP NP_C0603_10UF!!!F200!!!!!!!!
S!GND!C07!2!@cms.cms(sch_1):ins548375@primary.\cap np.normal\(chips)!CAP NP_C0603_10UF!!!F200!!!!!!!!
S!N548227!C06!1!@cms.cms(sch_1):ins548391@primary.\cap np.normal\(chips)!CAP NP_C0603_10UF!!!F199!!!!!!!!
S!GND!C06!2!@cms.cms(sch_1):ins548391@primary.\cap np.normal\(chips)!CAP NP_C0603_10UF!!!F199!!!!!!!!
S!N553345!C05!1!@cms.cms(sch_1):ins553517@primary.\cap np.normal\(chips)!CAP NP_C0603_10UF!!!F198!!!!!!!!
S!GND!C05!2!@cms.cms(sch_1):ins553517@primary.\cap np.normal\(chips)!CAP NP_C0603_10UF!!!F198!!!!!!!!
S!N553365!C04!1!@cms.cms(sch_1):ins553533@primary.\cap np.normal\(chips)!CAP NP_C0603_10UF!!!F197!!!!!!!!
S!GND!C04!2!@cms.cms(sch_1):ins553533@primary.\cap np.normal\(chips)!CAP NP_C0603_10UF!!!F197!!!!!!!!
S!N553385!C03!1!@cms.cms(sch_1):ins553549@primary.\cap np.normal\(chips)!CAP NP_C0603_10UF!!!F196!!!!!!!!
S!GND!C03!2!@cms.cms(sch_1):ins553549@primary.\cap np.normal\(chips)!CAP NP_C0603_10UF!!!F196!!!!!!!!
S!N554336!C02!1!@cms.cms(sch_1):ins554446@primary.\cap np.normal\(chips)!CAP NP_C0603_10UF!!!F195!!!!!!!!
S!GND!C02!2!@cms.cms(sch_1):ins554446@primary.\cap np.normal\(chips)!CAP NP_C0603_10UF!!!F195!!!!!!!!
S!N554356!C01!1!@cms.cms(sch_1):ins554462@primary.\cap np.normal\(chips)!CAP NP_C0603_10UF!!!F194!!!!!!!!
S!GND!C01!2!@cms.cms(sch_1):ins554462@primary.\cap np.normal\(chips)!CAP NP_C0603_10UF!!!F194!!!!!!!!
S!N190785!C39!1!@cms.cms(sch_1):ins190737@primary.\cap np.normal\(chips)!CAP NP_C0805_2.2UF/50V!!!F193!!!!!!!!
S!GND!C39!2!@cms.cms(sch_1):ins190737@primary.\cap np.normal\(chips)!CAP NP_C0805_2.2UF/50V!!!F193!!!!!!!!
S!GND!C38!1!@cms.cms(sch_1):ins189478@primary.\cap np.normal\(chips)!CAP NP_C1206_4.7UF/50V!!!F192!!!!!!!!
S!+24V!C38!2!@cms.cms(sch_1):ins189478@primary.\cap np.normal\(chips)!CAP NP_C1206_4.7UF/50V!!!F192!!!!!!!!
S!+5V!C31!1!@cms.cms(sch_1):ins189514@primary.\cap np.normal\(chips)!CAP NP_C0805_10UF/25V!!!F191!!!!!!!!
S!GND!C31!2!@cms.cms(sch_1):ins189514@primary.\cap np.normal\(chips)!CAP NP_C0805_10UF/25V!!!F191!!!!!!!!
S!N193009!C26!1!@cms.cms(sch_1):ins192993@primary.\cap np.normal\(chips)!CAP NP_C0603_22NF!!!F190!!!!!!!!
S!GND!C26!2!@cms.cms(sch_1):ins192993@primary.\cap np.normal\(chips)!CAP NP_C0603_22NF!!!F190!!!!!!!!
S!+3V3!C29!1!@cms.cms(sch_1):ins410129@primary.\cap np.normal\(chips)!CAP NP_C0603_4.7UF!!!F189!!!!!!!!
S!GND!C29!2!@cms.cms(sch_1):ins410129@primary.\cap np.normal\(chips)!CAP NP_C0603_4.7UF!!!F189!!!!!!!!
S!+24V!D13!2!@cms.cms(sch_1):ins189925@primary.\diode schottky.normal\(chips)!DIODE SCHOTTKY_SMA_SS16!!!F188!!!!!!!!
S!N1899351!D13!1!@cms.cms(sch_1):ins189925@primary.\diode schottky.normal\(chips)!DIODE SCHOTTKY_SMA_SS16!!!F188!!!!!!!!
S!N189166!D24!2!@cms.cms(sch_1):ins189446@primary.\diode schottky.normal\(chips)!DIODE SCHOTTKY_SMA_SS16!!!F187!!!!!!!!
S!GND!D24!1!@cms.cms(sch_1):ins189446@primary.\diode schottky.normal\(chips)!DIODE SCHOTTKY_SMA_SS16!!!F187!!!!!!!!
S!+3V3!D15!1!@cms.cms(sch_1):ins572619@primary.\led_bi_ca.normal\(chips)!LED_BI_CA_LED-3MM-2_LED_BI_CA!!!F186!!!!!!!!
S!N572749!D15!2!@cms.cms(sch_1):ins572619@primary.\led_bi_ca.normal\(chips)!LED_BI_CA_LED-3MM-2_LED_BI_CA!!!F186!!!!!!!!
